date,artist_id,artist_popularity
2024-01-06,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-06,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-06,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-06,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-06,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-06,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-06,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-06,22WZ7M8sxp5THdruNY3gXt,71
2024-01-06,27T030eWyCQRmDyuvr1kxY,71
2024-01-06,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-06,36QJpDe2go2KgaRleHCDTp,75
2024-01-06,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-06,3oDbviiivRWhXwIE8hxkVV,75
2024-01-06,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-06,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-06,4KWTAlx2RvbpseOGMEmROg,72
2024-01-06,4MVyzYMgTwdP7Z49wAZHx0,70
2024-01-06,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-06,51Blml2LZPmy7TTiAg47vQ,77
2024-01-06,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-06,58lV9VcRSjABbAbfWS6skp,76
2024-01-06,5NGO30tJxFlKixkPSgXcFE,75
2024-01-06,67ea9eGLXYMsO2eYQRui3w,66
2024-01-06,6olE6TJLqED3rqDCT0FyPh,80
2024-01-06,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-06,6zvul52xwTWzilBZl6BUbT,69
2024-01-06,711MCceyCBcFnzjGY4Q7Un,79
2024-01-06,776Uo845nYHJpNaStv1Ds4,68
2024-01-06,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-07,08GQAI4eElDnROBrJRGE0X,80
2024-01-07,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-07,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-07,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-07,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-07,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-07,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-07,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-07,22WZ7M8sxp5THdruNY3gXt,71
2024-01-07,27T030eWyCQRmDyuvr1kxY,71
2024-01-07,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-07,36QJpDe2go2KgaRleHCDTp,75
2024-01-07,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-07,3oDbviiivRWhXwIE8hxkVV,74
2024-01-07,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-07,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-07,4KWTAlx2RvbpseOGMEmROg,72
2024-01-07,4MVyzYMgTwdP7Z49wAZHx0,70
2024-01-07,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-07,51Blml2LZPmy7TTiAg47vQ,77
2024-01-07,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-07,58lV9VcRSjABbAbfWS6skp,76
2024-01-07,5NGO30tJxFlKixkPSgXcFE,75
2024-01-07,67ea9eGLXYMsO2eYQRui3w,66
2024-01-07,6olE6TJLqED3rqDCT0FyPh,80
2024-01-07,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-07,6zvul52xwTWzilBZl6BUbT,69
2024-01-07,711MCceyCBcFnzjGY4Q7Un,79
2024-01-07,776Uo845nYHJpNaStv1Ds4,68
2024-01-07,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-08,08GQAI4eElDnROBrJRGE0X,80
2024-01-08,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-08,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-08,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-08,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-08,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-08,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-08,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-08,22WZ7M8sxp5THdruNY3gXt,71
2024-01-08,27T030eWyCQRmDyuvr1kxY,71
2024-01-08,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-08,36QJpDe2go2KgaRleHCDTp,75
2024-01-08,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-08,3oDbviiivRWhXwIE8hxkVV,74
2024-01-08,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-08,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-08,4KWTAlx2RvbpseOGMEmROg,72
2024-01-08,4MVyzYMgTwdP7Z49wAZHx0,70
2024-01-08,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-08,51Blml2LZPmy7TTiAg47vQ,77
2024-01-08,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-08,58lV9VcRSjABbAbfWS6skp,76
2024-01-08,5NGO30tJxFlKixkPSgXcFE,75
2024-01-08,67ea9eGLXYMsO2eYQRui3w,66
2024-01-08,6olE6TJLqED3rqDCT0FyPh,80
2024-01-08,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-08,6zvul52xwTWzilBZl6BUbT,69
2024-01-08,711MCceyCBcFnzjGY4Q7Un,79
2024-01-08,776Uo845nYHJpNaStv1Ds4,68
2024-01-08,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-09,08GQAI4eElDnROBrJRGE0X,80
2024-01-09,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-09,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-09,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-09,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-09,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-09,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-09,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-09,22WZ7M8sxp5THdruNY3gXt,71
2024-01-09,27T030eWyCQRmDyuvr1kxY,71
2024-01-09,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-09,36QJpDe2go2KgaRleHCDTp,75
2024-01-09,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-09,3oDbviiivRWhXwIE8hxkVV,74
2024-01-09,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-09,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-09,4KWTAlx2RvbpseOGMEmROg,72
2024-01-09,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-09,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-09,51Blml2LZPmy7TTiAg47vQ,77
2024-01-09,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-09,58lV9VcRSjABbAbfWS6skp,76
2024-01-09,5NGO30tJxFlKixkPSgXcFE,75
2024-01-09,67ea9eGLXYMsO2eYQRui3w,66
2024-01-09,6olE6TJLqED3rqDCT0FyPh,80
2024-01-09,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-09,6zvul52xwTWzilBZl6BUbT,69
2024-01-09,711MCceyCBcFnzjGY4Q7Un,79
2024-01-09,776Uo845nYHJpNaStv1Ds4,68
2024-01-09,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-10,08GQAI4eElDnROBrJRGE0X,80
2024-01-10,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-10,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-10,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-10,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-10,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-10,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-10,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-10,22WZ7M8sxp5THdruNY3gXt,71
2024-01-10,27T030eWyCQRmDyuvr1kxY,71
2024-01-10,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-10,36QJpDe2go2KgaRleHCDTp,75
2024-01-10,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-10,3oDbviiivRWhXwIE8hxkVV,74
2024-01-10,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-10,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-10,4KWTAlx2RvbpseOGMEmROg,72
2024-01-10,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-10,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-10,51Blml2LZPmy7TTiAg47vQ,77
2024-01-10,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-10,58lV9VcRSjABbAbfWS6skp,76
2024-01-10,5NGO30tJxFlKixkPSgXcFE,75
2024-01-10,67ea9eGLXYMsO2eYQRui3w,66
2024-01-10,6olE6TJLqED3rqDCT0FyPh,80
2024-01-10,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-10,6zvul52xwTWzilBZl6BUbT,69
2024-01-10,711MCceyCBcFnzjGY4Q7Un,79
2024-01-10,776Uo845nYHJpNaStv1Ds4,68
2024-01-10,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-11,08GQAI4eElDnROBrJRGE0X,80
2024-01-11,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-11,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-11,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-11,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-11,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-11,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-11,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-11,22WZ7M8sxp5THdruNY3gXt,71
2024-01-11,27T030eWyCQRmDyuvr1kxY,71
2024-01-11,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-11,36QJpDe2go2KgaRleHCDTp,75
2024-01-11,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-11,3oDbviiivRWhXwIE8hxkVV,74
2024-01-11,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-11,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-11,4KWTAlx2RvbpseOGMEmROg,72
2024-01-11,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-11,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-11,51Blml2LZPmy7TTiAg47vQ,77
2024-01-11,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-11,58lV9VcRSjABbAbfWS6skp,76
2024-01-11,5NGO30tJxFlKixkPSgXcFE,75
2024-01-11,67ea9eGLXYMsO2eYQRui3w,66
2024-01-11,6olE6TJLqED3rqDCT0FyPh,80
2024-01-11,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-11,6zvul52xwTWzilBZl6BUbT,69
2024-01-11,711MCceyCBcFnzjGY4Q7Un,79
2024-01-11,776Uo845nYHJpNaStv1Ds4,68
2024-01-11,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-12,08GQAI4eElDnROBrJRGE0X,80
2024-01-12,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-12,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-12,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-12,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-12,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-12,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-12,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-12,22WZ7M8sxp5THdruNY3gXt,71
2024-01-12,27T030eWyCQRmDyuvr1kxY,71
2024-01-12,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-12,36QJpDe2go2KgaRleHCDTp,75
2024-01-12,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-12,3oDbviiivRWhXwIE8hxkVV,74
2024-01-12,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-12,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-12,4KWTAlx2RvbpseOGMEmROg,72
2024-01-12,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-12,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-12,51Blml2LZPmy7TTiAg47vQ,77
2024-01-12,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-12,58lV9VcRSjABbAbfWS6skp,76
2024-01-12,5NGO30tJxFlKixkPSgXcFE,75
2024-01-12,67ea9eGLXYMsO2eYQRui3w,66
2024-01-12,6olE6TJLqED3rqDCT0FyPh,80
2024-01-12,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-12,6zvul52xwTWzilBZl6BUbT,69
2024-01-12,711MCceyCBcFnzjGY4Q7Un,79
2024-01-12,776Uo845nYHJpNaStv1Ds4,68
2024-01-12,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-13,08GQAI4eElDnROBrJRGE0X,80
2024-01-13,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-13,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-13,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-13,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-13,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-13,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-13,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-13,22WZ7M8sxp5THdruNY3gXt,71
2024-01-13,27T030eWyCQRmDyuvr1kxY,71
2024-01-13,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-13,36QJpDe2go2KgaRleHCDTp,75
2024-01-13,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-13,3oDbviiivRWhXwIE8hxkVV,74
2024-01-13,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-13,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-13,4KWTAlx2RvbpseOGMEmROg,72
2024-01-13,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-13,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-13,51Blml2LZPmy7TTiAg47vQ,77
2024-01-13,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-13,58lV9VcRSjABbAbfWS6skp,76
2024-01-13,5NGO30tJxFlKixkPSgXcFE,75
2024-01-13,67ea9eGLXYMsO2eYQRui3w,66
2024-01-13,6olE6TJLqED3rqDCT0FyPh,80
2024-01-13,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-13,6zvul52xwTWzilBZl6BUbT,69
2024-01-13,711MCceyCBcFnzjGY4Q7Un,79
2024-01-13,776Uo845nYHJpNaStv1Ds4,68
2024-01-13,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-14,08GQAI4eElDnROBrJRGE0X,80
2024-01-14,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-14,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-14,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-14,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-14,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-14,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-14,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-14,22WZ7M8sxp5THdruNY3gXt,71
2024-01-14,27T030eWyCQRmDyuvr1kxY,71
2024-01-14,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-14,36QJpDe2go2KgaRleHCDTp,75
2024-01-14,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-14,3oDbviiivRWhXwIE8hxkVV,73
2024-01-14,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-14,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-14,4KWTAlx2RvbpseOGMEmROg,72
2024-01-14,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-14,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-14,51Blml2LZPmy7TTiAg47vQ,77
2024-01-14,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-14,58lV9VcRSjABbAbfWS6skp,77
2024-01-14,5NGO30tJxFlKixkPSgXcFE,75
2024-01-14,67ea9eGLXYMsO2eYQRui3w,66
2024-01-14,6olE6TJLqED3rqDCT0FyPh,80
2024-01-14,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-14,6zvul52xwTWzilBZl6BUbT,69
2024-01-14,711MCceyCBcFnzjGY4Q7Un,79
2024-01-14,776Uo845nYHJpNaStv1Ds4,68
2024-01-14,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-15,08GQAI4eElDnROBrJRGE0X,80
2024-01-15,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-15,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-15,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-15,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-15,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-15,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-15,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-15,22WZ7M8sxp5THdruNY3gXt,72
2024-01-15,27T030eWyCQRmDyuvr1kxY,71
2024-01-15,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-15,36QJpDe2go2KgaRleHCDTp,75
2024-01-15,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-15,3oDbviiivRWhXwIE8hxkVV,73
2024-01-15,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-15,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-15,4KWTAlx2RvbpseOGMEmROg,72
2024-01-15,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-15,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-15,51Blml2LZPmy7TTiAg47vQ,77
2024-01-15,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-15,58lV9VcRSjABbAbfWS6skp,77
2024-01-15,5NGO30tJxFlKixkPSgXcFE,75
2024-01-15,67ea9eGLXYMsO2eYQRui3w,67
2024-01-15,6olE6TJLqED3rqDCT0FyPh,80
2024-01-15,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-15,6zvul52xwTWzilBZl6BUbT,69
2024-01-15,711MCceyCBcFnzjGY4Q7Un,79
2024-01-15,776Uo845nYHJpNaStv1Ds4,69
2024-01-15,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-16,08GQAI4eElDnROBrJRGE0X,80
2024-01-16,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-16,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-16,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-16,0oSGxfWSnnOXhD2fKuz2Gy,77
2024-01-16,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-16,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-16,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-16,22WZ7M8sxp5THdruNY3gXt,72
2024-01-16,27T030eWyCQRmDyuvr1kxY,71
2024-01-16,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-16,36QJpDe2go2KgaRleHCDTp,75
2024-01-16,3ICflSq6ZgYAIrm2CTkfVP,64
2024-01-16,3oDbviiivRWhXwIE8hxkVV,73
2024-01-16,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-16,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-16,4KWTAlx2RvbpseOGMEmROg,72
2024-01-16,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-16,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-16,51Blml2LZPmy7TTiAg47vQ,77
2024-01-16,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-16,58lV9VcRSjABbAbfWS6skp,77
2024-01-16,5NGO30tJxFlKixkPSgXcFE,75
2024-01-16,67ea9eGLXYMsO2eYQRui3w,67
2024-01-16,6olE6TJLqED3rqDCT0FyPh,80
2024-01-16,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-16,6zvul52xwTWzilBZl6BUbT,69
2024-01-16,711MCceyCBcFnzjGY4Q7Un,79
2024-01-16,776Uo845nYHJpNaStv1Ds4,69
2024-01-16,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-17,08GQAI4eElDnROBrJRGE0X,80
2024-01-17,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-17,0k17h0D3J5VfsdmQ1iZtE9,78
